Curs,Fitxer,TipusPregunta,TipusIncidencia,Comentari,IdiomaSpacy,IdiomaPyCld2,Idioma
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Encuentro que a la hora de explicar es demasiado desorden, esto dificulta el hecho de tomar buenos apuntes. No supo sobrellevar la situación de la pandemia, y no se hizo de forma correcta la primera evaluación. La segunda evaluación aun no se ha realizado así que se espera que se sea más consciente de la situación en que vivimos y se busque una buena solución para todos. Para arreglar las cosas no basta con subir la nota, se tiene que buscar una buena solución o al menos dar la opción de subir nota, ya que las irregularidades que se realizaron no fueron culpa de los alumnos. Se tendría que haber dado opción a subir nota y no tener que esperar a la recuperación que es en julio. ",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"No la hemos tenido de forma presencial a causa de la pandemia, esto hace que no sea posible evaluarla ",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,"El examen realizado no refleja los conocimientos adquiridos al ser un tipo test en el que no hay que demostrar que se ha entendido el tema, solo que se conocen los detalles explicados en clase de memoria.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Un aspecto que podría mejorar es en asegurarse que a los alumnos les queda claro lo que tienen que estudiar para el examen, y que se ha entendido lo que quería explicar, ya que a veces no se escucha bien en las clases.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,"En los exámenes sólo están pendientes de si copiamos o no, y no nos deja el tiempo suficiente para poder comprender, razonar y responder las preguntas adecuadamente. 
",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"En los exámenes tipo test del campus sólo está pendiente de si copiamos, deja muy poco tiempo para contestar las preguntas y es bastante desorganizada. 
",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,"La coordinación entre profesorado no ha sido buena. No ha habido organización por parte de Sonia a la hora de subir los power points. Dos semanas sin subir nada, de repente en un mismo día varios power points a la vez. Temario larguísimo que considero, dadas las circunstancias, podría haberse reducido un poco. Nos han mandado las prácticas que deberíamos haber hecho en clase a través de un informe sin previa explicación. Muy descontenta con esta metodología y considero que nada eficaz para nuestra formación.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Considero que no ha tenido en cuenta las circunstancias excepcionales que hemos vivido en ningún momento. Además me gustaría destacar el tiempo ridículo que nos dejaba para realizar los exámenes: 30 segundos por pregunta. Días, incluso semanas estudiando una asignatura para que la evalúen en 15 minutos con tiempo casi ni a procesar. He visto más preocupación en ella en que no copiásemos que en realmente transmitirnos conocimiento.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"La coordinación con Sonia no fue correcta a la hora de subir la materia al campus. Además, su parte de temario que correspondía a 1 tema, era larguísimo, más de 6 horas de audios (más el tiempo correspondiente a tomar nota de ellos).",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,La prfesora muy atenta en todo momento,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,Muy dispuesta,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,"El primer parcial por el campus virtual ha sido un desastre. Poco tiempo, preguntas largas y sin retorno. Ahora con las clases son los power points con algo de letra, pero están poco completos y no hacemos ninguna videoconferencia. Dice que no tiene tiempo para grabarse y que buscamos apuntes en libros que tenemos en casa (claro! Como hay libros de biología celular en todas las casas...). Si yo tengo problema de conexión, ella tiene el doble. Siempre tiene que estar ella en la pero situación de todas. No entiende que haya gente que durante el confinamiento tenga que cuidar de sus hermanos, de sus abuelos, hacer las tareas del hogar, ir a comprar... Ella se cree que nosotros estamos todo el día sentados en el ordenador estudiando únicamente biología celular. Quita las ganas de estudiar.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Hasta ahora la profesora en impartir clases ha sido Celia Casas. Creo que transmite muy bien los conocimientos y la materia de la asignatura, pero el hecho de que durante el confinamiento no haya clases online o videos explicativos (los recursos se limitan a presentaciones con un texto en el que se desarrolla la teoria), en mi opinión hace que perdamos información y que los conceptos no quedan tan claros.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,Comentari de professor,"El primer parcial por el campus virtual ha sido un desastre. Poco tiempo, preguntas largas y sin retorno. Ahora con las clases son los power points con algo de letra, pero están poco completos y no hacemos ninguna videoconferencia. Dice que no tiene tiempo para grabarse y que buscamos apuntes en libros que tenemos en casa (claro! Como hay libros de biología celular en todas las casas...). Si yo tengo problema de conexión, ella tiene el doble. Siempre tiene que estar ella en la peor situación de todas. No entiende que haya gente que durante el confinamiento tenga que cuidar de sus hermanos, de sus abuelos, hacer las tareas del hogar, ir a comprar... Ella se cree que nosotros estamos todo el día sentados en el ordenador estudiando únicamente biología celular. Quita las ganas de estudiar.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,Marta hace videoconferencia a las hora de clase. Se explica muy bien con la ayuda de una presentación. Es como si estuviéramos en clase. Ha sabido afrontar la situación del covid-19 de la manera correcta.,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"El primer parcial por el campus virtual ha sido un desastre. Poco tiempo, preguntas largas y sin retorno. Ahora con las clases son los power points con algo de letra, pero están poco completos y no hacemos ninguna videoconferencia. Dice que no tiene tiempo para grabarse y que buscamos apuntes en libros que tenemos en casa (claro! Como hay libros de biología celular en todas las casas...). Nos pone problemas muy complicados de resolver para entregar, cosa que en cursos anteriores no eran para nada de ese nivel. 

Si yo tengo problema de conexión, ella tiene el doble. Siempre tiene que estar ella en la peor situación de todas. No entiende que haya gente que durante el confinamiento tenga que cuidar de sus hermanos, de sus abuelos, hacer las tareas del hogar, ir a comprar... Ella se cree que nosotros estamos todo el día sentados en el ordenador estudiando únicamente biología celular. Quita las ganas de estudiar.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,Tener más tiempo en los examanes,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,A sido de las pocas asignaturas capaces de adaptarse a la situación y plantear lo que queda de curso grabando las clases dando al opción al alumnado a poder seguir las clases de una manera más coherente con la situación actual. Gracias por el esfuerzo ,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Clases grabadas con apoyo visual muy eficaz, sistema de evaluación no tan bueno por las herramientas del campus. Todas las dudas me las resolvió de manera rápida y eficaz. Gracias por el esfuerzo ",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,Clases grabas con apoyo visual y gran explicación. A sabido adaptarse a las condiciones sin bajar el nivel ni exigir más. Gracias ,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Asignatura parcialmente finalizada antes del estado de cuarentena, aun así a sabido adaptar su último examen de manera coherente. ",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,El mejor professor 100%vocacional,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,Aunque no han tenido mucho en cuenta el examen en estas circunstancias y deben tener en cuenta que no es lo mismo leer las preguntas en un papel que con un internet que puede fallar,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,"En general, a todos los profesores se les agradece el empeño en hacernos referencias y relacionarlos la Agronomía con la Veterinaria para así animarnos más en las clases y despertarnos más interés.
Una de las pocas pegas de esta asignatura serían los exámenes. Apenas hay tiempo para realizarlos y poder pararte a pensar. Entendemos el estrés del profesorado, pero la verdad es que parece que ellos no se ponen en el nuestro y es un poco frustante; ya que da la sensación que a lo único a lo que le dan importancia es a que no copiemos, conlleve a lo que conlleve eso.
Se ha dicho en distintas ocasiones que solíamos dejar para el final esta asignatura por no ser ni Anatomía ni Fisiología, no lo hicimos; ya que tanto profesores como alumnos del año pasado nos pusieron en sobredicho de la dificultad de la materia. Solo era un comentario porque es algo q se nos suele echar en cara y en mi opinión es falso.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Se agradece su entusiasmo y actitud a la hora de dar clase. 
Es agradable encontrarse profesores así ",es,en,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,Ajustarse a la guía docente y en caso de modificarla que sea coherente sus porcentajes y se habitúen a la situación del alumnado junto con la comunicación con los demás profesores.,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,A,,"La asignatura en general es muy interesante porque tocas muchos aspectos diferentes respecto a la producción ecológica. El método evaluativo en mi opinión está bien, el inconveniente es quererlo cambiar a mitad de curso, sin tener nada que ver con la circunstancia especial (pandemia). Squería cambiar la valoración de los % de los exámenes de teoria, y creo que es algo que se debe revisar al principio de la asignatura para poder basarnos en guías sólidas, porque siempre lo acaba pagando el alumnado o parte de el.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,Profeso cercano que explica un apartado interesante de la producción ecológica y con ejemplos muy reales. Un aspecto a mejorar es la organización por su parte.,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Creo que tanto Ester como Ana Belen están teniendo mucha paciencia y están tratando de facilitarnos todo lo posible la asignatura y eso nos esta ayudando mucho ya que se trata de una asignatura ""distinta"" y que las circunstancias la complican aun mas.",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"A veces da por hecho que los alumnos sabemos cosas que realmente no sabemos, y es difícil entender su asignatura",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,De los mejores profesores que he tenido en toda la carrera.,es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Muchas gracias Javi por demostrar que para transmitir los conocimientos no hace falta ir de enterado o mirar por encima del hombro a los alumnos, por enseñar desde la proximidad y con confianza",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"En general nos agobia que nos intenten meter en 2h temario que debería ser de 4h. Aun así, explicó muy bien. Muy buena profesora!",es,es,es
2019-20,assignatura_professor_comentaris_ETSEA_2S.xls,P,,"Muy buen profesor, muy cercano y accesible! A veces explica un poco rápido para mi gusto pero dar cierto temario en 2h es bastante imposible...",es,es,es
